CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
1/30/2020,10:49:00,6D,900 BRIDGEVIEW RD,LARCENY FROM AUTO,Outside,NA,922,SOUTHERN,CHERRY HILL,-76.62646936,39.24589147,STREET,1
1/30/2020,11:11:00,3AJO,200 W 29TH ST,ROBBERY - CARJACKING,Outside,OTHER,511,NORTHERN,REMINGTON,-76.62142937,39.32258727,ALLEY,1
1/30/2020,8:30:00,4E,1000 N WASHINGTON ST,COMMON ASSAULT,Inside,NA,322,EASTERN,MIDDLE EAST,-76.58989936,39.30246007,APT/CONDO - OCCUPIED,1
1/30/2020,14:46:00,4E,600 FALLSWAY,COMMON ASSAULT,Inside,NA,324,EASTERN,PEN-FALLSWAY,-76.61031834,39.29713485,OTHER - INSIDE,1
1/30/2020,23:15:00,4E,S CONKLING ST,COMMON ASSAULT,Outside,NA,223,SOUTHEAST,,-76.56744574,39.2901951,STREET,1
1/30/2020,14:47:00,6C,1900 W LAFAYETTE AVE,LARCENY,Inside,NA,722,WESTERN,MIDTOWN EDMONDSON,-76.64758601,39.29865791,HARDWARE/BLDG. SUP.,1
1/30/2020,10:44:00,7A,2100 NORTHBRIDGE AVE,AUTO THEFT,Outside,NA,912,SOUTHERN,FAIRFIELD,-76.56951759,39.23168577,BUS. PARK LOT-OUTSID,1
1/30/2020,4:30:00,6D,2800 INGLEWOOD AVE,LARCENY FROM AUTO,Outside,NA,424,NORTHEAST,NORTH HARFORD ROAD,-76.55293072,39.36781819,STREET,1
1/30/2020,0:00:00,6G,2600 KEYWORTH AVE,LARCENY,Inside,NA,533,NORTHERN,GREENSPRING,-76.660568,39.33405837,ROW/TOWNHOUSE-OCC,1
1/30/2020,10:00:00,5A,3600 RAYMONN AVE,BURGLARY,Inside,NA,432,NORTHEAST,BELAIR-EDISON,-76.56052007,39.32005394,ROW/TOWNHOUSE-OCC,1
1/30/2020,15:39:00,4E,2500 VIOLET AVE,COMMON ASSAULT,Outside,NA,612,NORTHWEST,PARK CIRCLE,-76.65835885,39.33124574,PARKING LOT-OUTSIDE,1
1/30/2020,12:44:00,4E,3900 PENHURST AVE,COMMON ASSAULT,Inside,NA,625,NORTHWEST,DOLFIELD,-76.68142325,39.3385533,APT/CONDO - OCCUPIED,1
1/30/2020,18:00:00,5A,700 BRUNE ST,BURGLARY,Inside,NA,123,CENTRAL,UPTON,-76.63091148,39.29636126,ROW/TOWNHOUSE-OCC,1
1/30/2020,11:54:00,6C,2400 FREDERICK AVE,LARCENY,Inside,NA,835,SOUTHWEST,MILL HILL,-76.65580529,39.28338853,GROCERY/CONFECTION,1
1/30/2020,0:00:00,6G,1100 N WOODINGTON RD,LARCENY,Inside,NA,821,SOUTHWEST,EDMONDSON VILLAGE,-76.6861872,39.29927137,APT/CONDO - OCCUPIED,1
1/30/2020,11:30:00,6G,2100 WINDSOR GARDENS LN,LARCENY,Inside,NA,821,SOUTHWEST,WAKEFIELD,-76.69974904,39.31002882,APARTMENT HALLWAY,1
1/30/2020,22:19:00,4E,2900 KEYWORTH AVE,COMMON ASSAULT,Inside,NA,613,NORTHWEST,PARK CIRCLE,-76.66437033,39.33196252,ROW/TOWNHOUSE-OCC,1
1/30/2020,17:47:00,6G,4900 EASTERN AV,LARCENY,Inside,NA,233,SOUTHEAST,,-76.55423496,39.28723891,OTHER - INSIDE,1
1/30/2020,21:10:00,4E,3600 GARRISON BLVD,COMMON ASSAULT,Inside,NA,621,NORTHWEST,DORCHESTER/GRAN-BARR,-76.6824575,39.32956485,APT/CONDO - OCCUPIED,1
1/30/2020,9:00:00,6G,2300 GARRISON BLVD,LARCENY,,NA,624,NORTHWEST,GARWYN OAKS,-76.67666961,39.31426704,,1
1/29/2020,12:26:00,4E,600 N Edgewood St,COMMON ASSAULT,Outside,NA,815,SOUTHWEST,EDMONDSON VILLAGE,-76.67560574,39.29411691,STREET,1
1/29/2020,0:03:00,4C,3100 ELBERT ST,AGG. ASSAULT,Inside,OTHER,835,SOUTHWEST,CARROLL-SOUTH HILTON,-76.67026095,39.28723632,ROW/TOWNHOUSE-OCC,1
1/29/2020,15:00:00,6D,900 E LOMBARD ST,LARCENY FROM AUTO,Outside,NA,211,SOUTHEAST,JONESTOWN,-76.60301307,39.28887007,YARD,1
1/29/2020,16:00:00,5A,3700 RIDGECROFT RD,BURGLARY,Inside,NA,426,NORTHEAST,WALTHERSON,-76.55895925,39.34093959,ROW/TOWNHOUSE-VAC,1
1/29/2020,18:12:00,6G,2500 PENNSYLVANIA AVE,LARCENY,Inside,NA,733,WESTERN,PENN NORTH,-76.64262276,39.31024153,DRUG STORE / MED BL,1
1/29/2020,10:00:00,5A,0 GRANT ST,BURGLARY,Inside,NA,111,CENTRAL,DOWNTOWN,-76.6128256,39.28806538,APT/CONDO - OCCUPIED,1
1/29/2020,2:46:00,5D,700 BAKER ST,BURGLARY,Inside,NA,734,WESTERN,SANDTOWN-WINCHESTER,-76.6418292,39.30711901,GROCERY/CONFECTION,1
1/29/2020,3:50:00,5A,2700 CHELSEA TER,BURGLARY,Inside,NA,624,NORTHWEST,GARWYN OAKS,-76.6815992,39.31822445,ROW/TOWNHOUSE-VAC,1
1/29/2020,8:42:00,6G,2900 W BELVEDERE AVE,LARCENY,Inside,NA,633,NORTHWEST,CENTRAL PARK HEIGHTS,-76.67183843,39.35112858,CONVENIENCE STORE,1
1/29/2020,10:44:00,3AF,5400 PARK HEIGHTS AVE,ROBBERY - STREET,Outside,FIREARM,633,NORTHWEST,ARLINGTON,-76.68275055,39.35128926,PARKING LOT-OUTSIDE,1
1/29/2020,9:03:00,6D,3600 BREHMS LN,LARCENY FROM AUTO,,NA,432,NORTHEAST,BELAIR-EDISON,-76.56671106,39.32081077,,1
1/29/2020,12:45:00,4E,2900 DRUID PARK DR,COMMON ASSAULT,,NA,612,NORTHWEST,LIBERTY SQUARE,-76.65973745,39.32405119,,1
1/29/2020,12:45:00,4E,2900 DRUID PARK DR,COMMON ASSAULT,,NA,612,NORTHWEST,LIBERTY SQUARE,-76.65973745,39.32405119,,1
1/29/2020,16:52:00,6J,3400 CLIFTON AVE,LARCENY,,NA,812,SOUTHWEST,MOUNT HOLLY,-76.67431593,39.31104571,,1
1/29/2020,0:20:00,4D,4200 WOODLEA AVE,AGG. ASSAULT,Outside,HANDS,443,NORTHEAST,FRANKFORD,-76.55628941,39.33390531,STREET,1
1/29/2020,19:00:00,6E,3500 FAIRVIEW AVE,LARCENY,,NA,623,NORTHWEST,FOREST PARK,-76.67635736,39.32244878,,1
1/29/2020,9:40:00,6D,0 EAST WEST ST,LARCENY FROM AUTO,,NA,942,SOUTHERN,JONESTOWN,-76.61356004,39.27576502,,1
1/29/2020,1:56:00,4E,7100 MCCLEAN BLVD,COMMON ASSAULT,,NA,423,NORTHEAST,HARFORD-ECHODALE-PER,-76.56693923,39.3712185,,1
1/29/2020,9:00:00,6E,1200 HOMEWOOD AVE,LARCENY,Outside,NA,313,EASTERN,JOHNSTON SQUARE,-76.60661239,39.3044032,STREET,1
1/29/2020,5:43:00,4E,3100 W NORTH AVE,COMMON ASSAULT,Outside,NA,811,SOUTHWEST,WALBROOK,-76.66940297,39.30910953,STREET,1
1/29/2020,2:25:00,6D,500 S LINWOOD AVE,LARCENY FROM AUTO,Outside,NA,214,SOUTHEAST,CANTON,-76.57572692,39.28581079,STREET,1
1/29/2020,15:10:00,4C,200 NORTH BEND RD,AGG. ASSAULT,Outside,OTHER,823,SOUTHWEST,,-76.70574663,39.28294514,STREET,1
1/29/2020,13:00:00,4E,1500 HARLEM AVE,COMMON ASSAULT,Inside,NA,713,WESTERN,HARLEM PARK,-76.64289206,39.29661008,SCHOOL,1
1/29/2020,22:00:00,7A,700 PENNSYLVANIA AVE,AUTO THEFT,Outside,NA,125,CENTRAL,SETON HILL,-76.62526231,39.29582078,STREET,1
1/29/2020,21:30:00,7A,2600 WOODBROOK AVE,AUTO THEFT,Outside,NA,733,WESTERN,PENN NORTH,-76.64476756,39.3133942,STREET,1
1/29/2020,16:01:00,7A,1200 MARYLAND AVE,AUTO THEFT,Outside,NA,134,CENTRAL,MID-TOWN BELVEDERE,-76.61747806,39.30355883,STREET,1
1/29/2020,9:01:00,3JK,900 BENNETT PL,ROBBERY - RESIDENCE,Outside,KNIFE,713,WESTERN,HARLEM PARK,-76.63283663,39.29508427,STREET,1
1/29/2020,9:01:00,5A,900 BENNETT PL,BURGLARY,,NA,713,WESTERN,HARLEM PARK,-76.63283663,39.29508427,,1
1/29/2020,20:38:00,6D,200 E READ ST,LARCENY FROM AUTO,Outside,NA,124,CENTRAL,MOUNT VERNON,-76.61296827,39.29983589,STREET,1
1/29/2020,11:00:00,4E,2500 LINDEN AVE,COMMON ASSAULT,Outside,NA,133,CENTRAL,RESERVOIR HILL,-76.63619715,39.3152331,STREET,1
1/29/2020,0:17:00,3AF,400 S BROADWAY,ROBBERY - STREET,Outside,FIREARM,213,SOUTHEAST,FELLS POINT,-76.59337671,39.28656668,STREET,1
1/29/2020,0:29:00,6C,1700 WASHINGTON BLVD,LARCENY,,NA,935,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.64169944,39.27559762,,1
1/29/2020,4:30:00,6E,2100 GREENVIEW AVE,LARCENY,Outside,NA,434,NORTHEAST,4X4,-76.57852484,39.31592642,STREET,1
1/29/2020,19:50:00,6D,5200 BELAIR RD,LARCENY FROM AUTO,Outside,NA,426,NORTHEAST,FRANKFORD,-76.55322711,39.33694841,PARKING LOT-OUTSIDE,1
1/29/2020,12:45:00,4E,2900 DRUID PARK DR,COMMON ASSAULT,Inside,NA,612,NORTHWEST,LIBERTY SQUARE,-76.65973745,39.32405119,OFFICE BUILDING,1
1/29/2020,20:00:00,5D,3800 EASTERN AVE,BURGLARY,Inside,NA,225,SOUTHEAST,HUDSON-HIGHLANDTOWN,-76.56521077,39.28675975,OTHER - INSIDE,1
1/29/2020,19:00:00,5D,3800 EASTERN AVE,BURGLARY,Inside,NA,225,SOUTHEAST,HUDSON-HIGHLANDTOWN,-76.56519275,39.28676049,OTHER - INSIDE,1
1/29/2020,22:30:00,6G,1700 DUNDALK AVE,LARCENY,Inside,NA,234,SOUTHEAST,MEDFORD/BROENING MAN,-76.53221386,39.27462434,OTHER - INSIDE,1
1/29/2020,6:30:00,4E,800 BRADHURST RD,COMMON ASSAULT,Inside,NA,523,NORTHERN,MID-GOVANS,-76.60432428,39.3591101,ROW/TOWNHOUSE-OCC,1
1/29/2020,21:45:00,4E,1300 GUILFORD AVE,COMMON ASSAULT,Outside,NA,134,CENTRAL,MID-TOWN BELVEDERE,-76.61211804,39.30517749,STREET,1
1/29/2020,7:34:00,7A,5300 WILLOWTON AVE,AUTO THEFT,,NA,415,NORTHEAST,PERRING LOCH,-76.58040188,39.35336641,,1
1/29/2020,0:01:00,6D,100 N PORT ST,LARCENY FROM AUTO,Outside,NA,221,SOUTHEAST,PATTERSON PLACE,-76.58261911,39.29358328,OTHER - OUTSIDE,1
1/29/2020,7:00:00,6E,6600 Vincent Ln,LARCENY,,NA,631,NORTHWEST,REISTERSTOWN STATION,-76.70832843,39.35486245,,1
1/29/2020,18:30:00,6D,3700 REXMERE RD,LARCENY FROM AUTO,Outside,NA,412,NORTHEAST,EDNOR GARDENS-LAKESI,-76.60190811,39.33316032,STREET,1
1/29/2020,17:30:00,6C,5500 PARK HEIGHTS AVE,LARCENY,Inside,NA,633,NORTHWEST,PIMLICO GOOD NEIGHBO,-76.6833609,39.35181956,DRUG STORE / MED BL,1
1/29/2020,5:43:00,4E,3600 PARK HEIGHTS AVE,COMMON ASSAULT,Inside,NA,612,NORTHWEST,PARK CIRCLE,-76.65931683,39.33021043,ROW/TOWNHOUSE-OCC,1
1/29/2020,10:00:00,7C,1300 SHERWOOD AVE,AUTO THEFT,Outside,NA,414,NORTHEAST,RAMBLEWOOD,-76.589683,39.36538174,STREET,1
1/29/2020,22:40:00,3CF,2000 MARYLAND AVE,ROBBERY - COMMERCIAL,Inside,FIREARM,514,NORTHERN,CHARLES NORTH,-76.61804792,39.3123687,RESTAURANT,1
1/29/2020,20:25:00,3B,2400 GUILFORD AVE,ROBBERY - STREET,Outside,NA,514,NORTHERN,BARCLAY,-76.61283209,39.31667736,STREET,1
1/29/2020,20:30:00,3B,1300 N CAROLINE ST,ROBBERY - STREET,Outside,NA,314,EASTERN,OLIVER,-76.59810641,39.30525926,STREET,1
1/29/2020,21:50:00,3AF,2200 W COLD SPRING LN,ROBBERY - STREET,Outside,FIREARM,533,NORTHERN,WOODBERRY,-76.65194578,39.34380374,STREET,1
1/29/2020,18:29:00,9S,2100 HOMEWOOD AV,SHOOTING,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWA,-76.6072249,39.31411311,DWELLING,1
1/29/2020,9:00:00,5A,4800 NORWOOD AVE,BURGLARY,Inside,NA,622,NORTHWEST,HOWARD PARK,-76.69750785,39.3292388,ROW/TOWNHOUSE-VAC,1
1/29/2020,19:50:00,6D,5200 BELAIR RD,LARCENY FROM AUTO,Outside,NA,426,NORTHEAST,FRANKFORD,-76.55322711,39.33694841,PARKING LOT-OUTSIDE,1
1/29/2020,19:50:00,6D,5200 BELAIR RD,LARCENY FROM AUTO,Outside,NA,426,NORTHEAST,FRANKFORD,-76.55322711,39.33694841,PARKING LOT-OUTSIDE,1
1/29/2020,18:00:00,6D,700 EASTERN AVE,LARCENY FROM AUTO,Outside,NA,112,CENTRAL,INNER HARBOR,-76.605408,39.28496338,PARKING LOT-OUTSIDE,1
1/29/2020,18:30:00,6D,700 N BELNORD AVE,LARCENY FROM AUTO,Outside,NA,333,EASTERN,MADISON EASTEND,-76.57873543,39.29941233,STREET,1
1/29/2020,14:50:00,6C,700 W 40TH ST,LARCENY,Inside,NA,534,NORTHERN,HAMPDEN,-76.62868881,39.33712324,DRUG STORE / MED BL,1
1/29/2020,18:11:00,6C,2500 GREENMOUNT AVE,LARCENY,Inside,NA,513,NORTHERN,BETTER WAVERLY,-76.60940511,39.31840305,RETAIL/SMALL BUSINES,1
1/29/2020,20:52:00,6C,5500 PARK HEIGHTS AVE,LARCENY,Outside,NA,633,NORTHWEST,PIMLICO GOOD NEIGHBO,-76.6833609,39.35181956,STREET,1
1/29/2020,23:16:00,4E,300 S CONKLING ST,COMMON ASSAULT,Outside,NA,225,SOUTHEAST,HUDSON-HIGHLANDTOWN,-76.5673409,39.28856488,STREET,1
1/29/2020,15:00:00,6D,900 ARION PARK RD,LARCENY FROM AUTO,Outside,NA,832,SOUTHWEST,OAKLEE,-76.68678124,39.26814377,STREET,1
1/29/2020,7:00:00,6E,4300 PARKTON ST,LARCENY,Outside,NA,833,SOUTHWEST,YALE HEIGHTS,-76.68876653,39.27754175,STREET,1
1/29/2020,15:00:00,6L,5000 E EAGER ST,LARCENY,Inside,NA,433,NORTHEAST,ARMISTEAD GARDENS,-76.55449747,39.30410043,OTHER - INSIDE,1
1/29/2020,18:29:00,4A,2100 HOMEWOOD AVE,AGG. ASSAULT,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWA,-76.6072249,39.31411311,PORCH/DECK,1
1/29/2020,12:00:00,6E,3900 8TH ST,LARCENY,Outside,NA,913,SOUTHERN,BROOKLYN,-76.60145575,39.23210161,STREET,1
1/29/2020,9:30:00,5A,2400 DORTON CT,BURGLARY,Inside,NA,921,SOUTHERN,WESTPORT,-76.64054612,39.26196246,ROW/TOWNHOUSE-OCC,1
1/29/2020,18:30:00,6D,3700 REXMERE RD,LARCENY FROM AUTO,Outside,NA,412,NORTHEAST,EDNOR GARDENS-LAKESI,-76.60190811,39.33316032,STREET,1
1/29/2020,19:00:00,7A,1400 W LOMBARD ST,AUTO THEFT,Outside,NA,933,SOUTHERN,UNION SQUARE,-76.64031893,39.28638401,STREET,1
1/29/2020,15:45:00,5A,1700 W LEXINGTON ST,BURGLARY,Inside,NA,711,WESTERN,FRANKLIN SQUARE,-76.64474252,39.29071135,ROW/TOWNHOUSE-OCC,1
1/29/2020,16:26:00,5A,1800 E 33RD ST,BURGLARY,Inside,NA,412,NORTHEAST,COLDSTREAM HOMESTEAD,-76.59047543,39.32823819,ROW/TOWNHOUSE-OCC,1
1/29/2020,21:31:00,5A,1600 ABBOTSTON ST,BURGLARY,Inside,NA,411,NORTHEAST,COLDSTREAM HOMESTEAD,-76.59437854,39.32275692,ROW/TOWNHOUSE-OCC,1
1/29/2020,17:30:00,5A,1900 E 31ST ST,BURGLARY,Inside,NA,411,NORTHEAST,COLDSTREAM HOMESTEAD,-76.58925018,39.32641989,APT/CONDO - OCCUPIED,1
1/29/2020,15:20:00,5A,100 N DECKER AVE,BURGLARY,Inside,NA,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.5742335,39.29422412,ROW/TOWNHOUSE-OCC,1
1/29/2020,22:39:00,3CF,5200 HARFORD RD,ROBBERY - COMMERCIAL,Inside,FIREARM,421,NORTHEAST,LAURAVILLE,-76.56375476,39.34969942,CONVENIENCE STORE,1
1/29/2020,0:30:00,4C,AV & TOWANDA AV,AGG. ASSAULT,Outside,OTHER,612,NORTHWEST,,-76.6622475,39.329595,STREET,1
1/29/2020,5:01:00,6G,2000 BRADDISH AVE,LARCENY,Inside,NA,811,SOUTHWEST,WALBROOK,-76.66131489,39.3104315,ROW/TOWNHOUSE-OCC,1
1/29/2020,5:43:00,4E,3100 W NORTH AVE,COMMON ASSAULT,Outside,NA,811,SOUTHWEST,WALBROOK,-76.66940297,39.30910953,STREET,1
1/29/2020,10:00:00,4E,2900 STAFFORD ST,COMMON ASSAULT,Outside,NA,832,SOUTHWEST,GWYNNS FALLS,-76.66520328,39.27889894,STREET,1
1/29/2020,7:15:00,6J,2300 N CHARLES ST,LARCENY,Outside,NA,514,NORTHERN,CHARLES VILLAGE,-76.6168809,39.31532074,STREET,1
1/29/2020,15:07:00,4E,2200 PENTLAND DR,COMMON ASSAULT,,NA,423,NORTHEAST,HARFORD-ECHODALE-PER,-76.5691746,39.36920665,,1
1/29/2020,2:20:00,5D,3400 PULASKI HWY,BURGLARY,Inside,NA,224,SOUTHEAST,ELLWOOD PARK/MONUMEN,-76.56958766,39.29610734,RESTAURANT,1
1/29/2020,14:05:00,5A,4300 WENTWORTH RD,BURGLARY,Inside,NA,,NORTHWEST,FOREST PARK/GOLF COU,,,ROW/TOWNHOUSE-OCC,1
