CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
1/31/2020,11:35:00,6J,4300 WICKFORD RD,LARCENY,Outside,NA,534,NORTHERN,KESWICK,-76.62678989,39.34189509,PORCH/DECK,1
1/31/2020,17:00:00,6D,6000 EASTERN PKWY,LARCENY FROM AUTO,Outside,NA,232,NORTHEAST,GLENHAM-BELFORD,-76.54454847,39.28735267,STREET,1
1/31/2020,1:14:00,7C,4200 ELDERON AVE,AUTO THEFT,Outside,NA,621,NORTHWEST,WEST ARLINGTON,-76.68970804,39.3418369,STREET,1
1/31/2020,20:20:00,6D,4300 PARKTON ST,LARCENY FROM AUTO,Outside,NA,833,SOUTHWEST,YALE HEIGHTS,-76.68709663,39.27769916,STREET,1
1/31/2020,20:00:00,6D,1700 DRUID HILL AVE,LARCENY FROM AUTO,Outside,NA,123,CENTRAL,UPTON,-76.63260411,39.30518877,STREET,1
1/31/2020,15:00:00,4E,2700 PRESSTMAN ST,COMMON ASSAULT,Inside,NA,813,SOUTHWEST,NORTHWEST COMMUNITY,-76.66320134,39.30460312,SCHOOL,1
1/31/2020,1:00:00,6J,5500 SAINT ALBANS WAY,LARCENY,,NA,523,NORTHERN,HOMELAND,-76.62046685,39.36309728,,1
1/31/2020,10:00:00,6C,200 N EUTAW ST,LARCENY,Inside,NA,114,CENTRAL,DOWNTOWN,-76.62102667,39.2918127,OTHER - INSIDE,1
1/31/2020,14:33:00,3AF,2600 POLK ST,ROBBERY - STREET,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD,-76.59533873,39.31997663,STREET,1
1/31/2020,16:00:00,6D,2900 BAKER ST,LARCENY FROM AUTO,Outside,NA,813,SOUTHWEST,NORTHWEST COMMUNITY,-76.6656646,39.30603918,STREET,1
1/31/2020,13:53:00,9S,2000 SWANSEA RD,SHOOTING,Outside,FIREARM,421,NORTHEAST,MORGAN STATE UNIVERS,-76.57868179,39.35537077,ALLEY,1
1/31/2020,21:25:00,3AJF,1500 RUSSELL ST,ROBBERY - CARJACKING,Outside,FIREARM,941,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.627596,39.27410808,STREET,1
1/31/2020,8:05:00,4C,600 S MARTIN LUTHER KING JR BLVD,AGG. ASSAULT,Outside,OTHER,931,SOUTHERN,WASHINGTON VILLAGE,-76.6263993,39.28327227,STREET,1
1/31/2020,22:00:00,7A,400 E 27TH ST,AUTO THEFT,Outside,NA,513,NORTHERN,HARWOOD,-76.61104197,39.32102606,STREET,1
1/31/2020,21:30:00,5A,500 RAPPOLLA ST,BURGLARY,Inside,NA,232,SOUTHEAST,GREEKTOWN,-76.55302815,39.28709048,OTHER - INSIDE,1
1/31/2020,12:30:00,4E,ST & PRUDENCE ST,COMMON ASSAULT,Inside,NA,911,SOUTHERN,,-76.5914985,39.224331,APT/CONDO - OCCUPIED,1
1/31/2020,15:00:00,6B,1400 DECATUR ST,LARCENY,Outside,NA,943,SOUTHERN,LOCUST POINT,-76.59438567,39.27070926,STREET,1
1/31/2020,11:00:00,4D,2300 JOPLEA AVE,AGG. ASSAULT,Inside,HANDS,922,SOUTHERN,CHERRY HILL,-76.62603753,39.2524454,APT/CONDO - OCCUPIED,1
1/31/2020,22:00:00,4E,2900 DENHAM CIR S,COMMON ASSAULT,Outside,NA,922,SOUTHERN,CHERRY HILL,-76.62687204,39.24440941,STREET,1
1/31/2020,23:50:00,4E,3100 GREENMOUNT AVE,COMMON ASSAULT,Inside,NA,513,NORTHERN,ABELL,-76.60946873,39.32695202,TAVERN/NIGHT CLUB,1
1/31/2020,11:45:00,3AF,700 E 36TH ST,ROBBERY - STREET,Outside,FIREARM,515,NORTHERN,WAVERLY,-76.60579318,39.33221638,STREET,1
1/31/2020,19:00:00,6J,0 S AUGUSTA AVE,LARCENY,Outside,NA,824,SOUTHWEST,IRVINGTON,-76.684851,39.286155,STREET,1
1/31/2020,11:00:00,5D,5000 MORAVIA RD,BURGLARY,Inside,NA,443,NORTHEAST,FRANKFORD,-76.55076018,39.32469542,VACANT BUILDING,1
1/31/2020,16:00:00,6D,5300 REMMELL AVE,LARCENY FROM AUTO,Outside,NA,426,NORTHEAST,WALTHERSON,-76.55475137,39.34131853,STREET,1
1/31/2020,7:30:00,6E,2200 KOKO LN,LARCENY,Outside,NA,731,WESTERN,BRADDISH AVE./PANWAY,-76.66337739,39.31256999,STREET,1
1/31/2020,16:49:00,6J,0 N POTOMAC ST,LARCENY,,NA,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57471035,39.29234289,,1
1/31/2020,21:45:00,7A,4900 ABERDEEN AVE,AUTO THEFT,Outside,NA,443,NORTHEAST,FRANKFORD,-76.54953524,39.3206056,STREET,1
1/31/2020,1:24:00,3AK,4500 EDMONDSON AVE,ROBBERY - STREET,Outside,KNIFE,822,SOUTHWEST,ROGNEL HEIGHTS,-76.69255441,39.29354969,STREET,1
1/31/2020,5:37:00,6J,800 LEMMON ST,LARCENY,,NA,931,SOUTHERN,HOLLINS PARK,-76.63061825,39.28649156,,1
1/31/2020,23:00:00,6D,2400 E PRESTON ST,LARCENY FROM AUTO,,NA,331,EASTERN,BROADWAY EAST,-76.5832787,39.30587932,,1
1/31/2020,6:21:00,6G,0 S CAREY ST,LARCENY,Inside,NA,933,SOUTHERN,UNION SQUARE,-76.63810391,39.28697015,ROW/TOWNHOUSE-OCC,1
1/31/2020,15:43:00,4B,4700 PENNINGTON AVE,AGG. ASSAULT,Inside,KNIFE,911,SOUTHERN,CURTIS BAY,-76.58822497,39.2232895,ROW/TOWNHOUSE-OCC,1
1/31/2020,23:15:00,4E,3300 LYNDALE AVE,COMMON ASSAULT,Inside,NA,434,NORTHEAST,4X4,-76.57669431,39.31654688,ROW/TOWNHOUSE-OCC,1
1/31/2020,2:00:00,4E,3800 E LOMBARD ST,COMMON ASSAULT,Inside,NA,223,SOUTHEAST,BALTIMORE HIGHLANDS,-76.56553902,39.29154755,BAR,1
1/31/2020,18:00:00,5C,200 MACON ST,BURGLARY,Inside,NA,233,SOUTHEAST,,-76.55738888,39.28906601,BLDG UNDER CONST.,1
1/31/2020,11:04:00,4C,1700 AISQUITH ST,AGG. ASSAULT,Outside,OTHER,314,EASTERN,OLIVER,-76.60253365,39.30935506,STREET,1
1/31/2020,17:37:00,5A,100 S LOUDON AVE,BURGLARY,Inside,NA,824,SOUTHWEST,IRVINGTON,-76.68215729,39.28403853,ROW/TOWNHOUSE-OCC,1
1/31/2020,15:00:00,4E,2700 PRESSTMAN ST,COMMON ASSAULT,Inside,NA,813,SOUTHWEST,NORTHWEST COMMUNITY,-76.66320134,39.30460312,SCHOOL,1
1/31/2020,17:00:00,5A,3700 WOODLEA AVE,BURGLARY,Inside,NA,426,NORTHEAST,WALTHERSON,-76.55979259,39.34093934,ROW/TOWNHOUSE-VAC,1
1/31/2020,15:12:00,4E,5100 CEDGATE RD,COMMON ASSAULT,Inside,NA,441,NORTHEAST,CEDONIA,-76.53207665,39.32491099,ROW/TOWNHOUSE-OCC,1
1/31/2020,2:30:00,6D,3900 MARX AVE,LARCENY FROM AUTO,Outside,NA,426,NORTHEAST,WILSON HEIGHTS,-76.56189759,39.33667722,STREET,1
1/31/2020,18:30:00,6E,2300 LINDEN AVE,LARCENY,Outside,NA,133,CENTRAL,RESERVOIR HILL,-76.63504202,39.3133851,STREET,1
1/31/2020,17:00:00,6D,0 W SARATOGA ST,LARCENY FROM AUTO,Inside,NA,114,CENTRAL,DOWNTOWN,-76.61609034,39.29286345,PARKING LOT-INSIDE,1
1/31/2020,10:38:00,5B,1900 BREITWERT AVE,BURGLARY,Inside,NA,831,SOUTHWEST,MORRELL PARK,-76.64975107,39.26799373,ROW/TOWNHOUSE-OCC,1
1/31/2020,15:41:00,4D,2000 E NORTH AVE,AGG. ASSAULT,Outside,HANDS,331,EASTERN,SOUTH CLIFTON PARK,-76.59035212,39.31240967,STREET,1
1/31/2020,21:00:00,6D,100 OLDHAM ST,LARCENY FROM AUTO,Outside,NA,233,SOUTHEAST,GREEKTOWN,-76.55613501,39.29123952,STREET,1
1/31/2020,5:55:00,6J,3300 N HILTON ST,LARCENY,Inside,NA,623,NORTHWEST,FOREST PARK,-76.67194305,39.32332562,APT/CONDO - OCCUPIED,1
1/31/2020,22:30:00,4E,400 E BALTIMORE ST,COMMON ASSAULT,Inside,NA,111,CENTRAL,DOWNTOWN,-76.61014783,39.28980181,TAVERN/NIGHT CLUB,1
1/31/2020,18:45:00,3B,400 KEY HWY,ROBBERY - STREET,Outside,NA,112,CENTRAL,INNER HARBOR,-76.60830603,39.28083755,OTHER - OUTSIDE,1
1/31/2020,18:10:00,6C,600 E PRATT ST,LARCENY,Inside,NA,112,CENTRAL,INNER HARBOR,-76.60771899,39.28680578,DEPARTMENT STORE,1
1/31/2020,17:20:00,4E,2000 E PRESTON ST,COMMON ASSAULT,Inside,NA,331,EASTERN,BROADWAY EAST,-76.58980023,39.3056271,ROW/TOWNHOUSE-OCC,1
1/31/2020,16:10:00,4B,1900 N BROADWAY,AGG. ASSAULT,Inside,KNIFE,312,EASTERN,EAST BALTIMORE MIDWA,-76.59529849,39.31218893,OTHER - INSIDE,1
1/31/2020,11:30:00,4B,2100 BARCLAY ST,AGG. ASSAULT,Inside,KNIFE,311,EASTERN,BARCLAY,-76.61104361,39.3139088,ROW/TOWNHOUSE-OCC,1
1/31/2020,6:53:00,4B,2700 REESE ST,AGG. ASSAULT,Inside,KNIFE,513,NORTHERN,BETTER WAVERLY,-76.60597747,39.32181272,ROW/TOWNHOUSE-OCC,1
1/31/2020,11:40:00,4E,800 GILRUBIN CT,COMMON ASSAULT,Inside,NA,525,NORTHERN,PEN LUCY,-76.60369397,39.34163516,APT/CONDO - OCCUPIED,1
1/31/2020,13:36:00,4E,2900 CHELSEA TER,COMMON ASSAULT,Inside,NA,624,NORTHWEST,WINDSOR HILLS,-76.68189453,39.32022766,ROW/TOWNHOUSE-OCC,1
1/31/2020,4:17:00,6J,5200 REISTERSTOWN RD,LARCENY,Outside,NA,634,NORTHWEST,WOODMERE,-76.68544825,39.3443833,GAS STATION,1
1/31/2020,22:40:00,7A,3100 LAWNVIEW AVE,AUTO THEFT,Outside,NA,431,NORTHEAST,BELAIR-EDISON,-76.57522365,39.3202109,STREET,1
1/31/2020,16:30:00,6E,900 PENNSYLVANIA AVE,LARCENY,Outside,NA,121,CENTRAL,HERITAGE CROSSING,-76.6264161,39.29678289,STREET,1
1/31/2020,22:00:00,6D,1300 E PRATT ST,LARCENY FROM AUTO,Outside,NA,211,SOUTHEAST,WASHINGTON HILL,-76.59920699,39.28872859,STREET,1
1/31/2020,0:40:00,6D,5800 WILLOWTON AVE,LARCENY FROM AUTO,Outside,NA,415,NORTHEAST,LOCH RAVEN,-76.57758482,39.35947438,STREET,1
1/31/2020,7:00:00,6F,1200 DELLWOOD AVE,LARCENY,Outside,NA,531,NORTHERN,HAMPDEN,-76.63685643,39.33370555,YARD,1
1/31/2020,6:46:00,6D,200 PARKIN ST,LARCENY FROM AUTO,Outside,NA,931,SOUTHERN,WASHINGTON VILLAGE,-76.63056149,39.28585596,STREET,1
1/31/2020,15:32:00,6G,600 RADNOR AVE,LARCENY,Inside,NA,524,NORTHERN,RICHNOR SPRINGS,-76.60710559,39.34759415,ROW/TOWNHOUSE-OCC,1
1/31/2020,17:10:00,4E,2600 CHESTERFIELD AVE,COMMON ASSAULT,Inside,NA,432,NORTHEAST,BELAIR-EDISON,-76.57388432,39.32767606,ROW/TOWNHOUSE-OCC,1
1/31/2020,9:20:00,7A,6400 PIONEER DR,AUTO THEFT,Inside,NA,423,NORTHEAST,HARFORD-ECHODALE-PER,-76.57219137,39.36474002,LIQUOR STORE,1
1/31/2020,13:00:00,6D,6600 AQUARIUS CT,LARCENY FROM AUTO,Inside,NA,423,NORTHEAST,HARFORD-ECHODALE-PER,-76.56919134,39.36790711,POLICE DEPARTMENT,1
1/31/2020,10:40:00,5A,5900 CEDONIA AVE,BURGLARY,Inside,NA,445,NORTHEAST,CEDMONT,-76.53295159,39.3453117,ROW/TOWNHOUSE-OCC,1
1/31/2020,18:00:00,6D,2200 E BIDDLE ST,LARCENY FROM AUTO,Outside,NA,331,EASTERN,BROADWAY EAST,-76.58695966,39.30467012,STREET,1
1/31/2020,17:00:00,6E,5200 BOWLEYS LN,LARCENY,Outside,NA,442,NORTHEAST,FRANKFORD,-76.55311512,39.32267419,PARKING LOT-OUTSIDE,1
1/31/2020,11:30:00,7A,500 N CLINTON ST,AUTO THEFT,Outside,NA,224,SOUTHEAST,CANTON,-76.57071571,39.2972214,STREET,1
1/31/2020,18:00:00,7A,3900 NORFOLK AVE,AUTO THEFT,Outside,NA,623,NORTHWEST,CONCERNED CITIZENS O,-76.68374186,39.32442911,STREET,1
1/31/2020,5:00:00,7A,300 N MONASTERY AVE,AUTO THEFT,Outside,NA,824,SOUTHWEST,ALLENDALE,-76.67389416,39.29004645,STREET,1
1/31/2020,16:30:00,6E,1700 GERTRUDE ST,LARCENY,Inside,NA,813,SOUTHWEST,NORTHWEST COMMUNITY,-76.66471616,39.30733578,ROW/TOWNHOUSE-OCC,1
1/30/2020,20:30:00,7A,2700 SAINT LO DR,AUTO THEFT,Outside,NA,431,NORTHEAST,DARLEY PARK,-76.58784628,39.31797481,STREET,1
1/30/2020,23:00:00,7A,3100 OAKFORD AVE,AUTO THEFT,Outside,NA,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66596754,39.34086454,STREET,1
1/30/2020,21:00:00,6D,3400 LEVERTON AVE,LARCENY FROM AUTO,Outside,NA,223,SOUTHEAST,BALTIMORE HIGHLANDS,-76.56786675,39.29193185,STREET,1
1/30/2020,21:00:00,6D,2400 W LOMBARD ST,LARCENY FROM AUTO,Outside,NA,835,SOUTHWEST,SHIPLEY HILL,-76.65564798,39.28572318,STREET,1
1/30/2020,21:30:00,7A,1600 W NORTH AVE,AUTO THEFT,Outside,NA,733,WESTERN,PENN NORTH,-76.64342857,39.310091,STREET,1
1/30/2020,11:19:00,6G,3000 GARRISON BLVD,LARCENY,Inside,NA,623,NORTHWEST,FOREST PARK,-76.68057078,39.3229635,LIBRARY,1
1/30/2020,8:00:00,7A,100 N POTOMAC ST,AUTO THEFT,Inside,NA,222,SOUTHEAST,BALTIMORE-LINWOOD,-76.57483019,39.29394378,SCHOOL,1
1/30/2020,21:45:00,6D,4200 E MONUMENT ST,LARCENY FROM AUTO,Outside,NA,334,EASTERN,ORANGEVILLE,-76.56109562,39.29959202,PARKING LOT-OUTSIDE,1
1/30/2020,18:30:00,6J,300 E 33RD ST,LARCENY,Outside,NA,512,NORTHERN,ABELL,-76.61270067,39.32810536,PORCH/DECK,1
1/30/2020,7:00:00,6G,1800 E NORTH AVE,LARCENY,Inside,NA,312,EASTERN,SOUTH CLIFTON PARK,-76.59261673,39.31230627,ROW/TOWNHOUSE-OCC,1
1/30/2020,13:30:00,6G,1700 N GAY ST,LARCENY,Inside,NA,331,EASTERN,BROADWAY EAST,-76.5873589,39.30980729,ROW/TOWNHOUSE-OCC,1
1/30/2020,15:00:00,5A,2300 E HOFFMAN ST,BURGLARY,Inside,NA,331,EASTERN,BROADWAY EAST,-76.58480634,39.30687292,ROW/TOWNHOUSE-OCC,1
1/30/2020,22:45:00,5A,3800 BONVIEW AVE,BURGLARY,Inside,NA,432,NORTHEAST,BELAIR-EDISON,-76.56366171,39.31504372,ROW/TOWNHOUSE-OCC,1
1/30/2020,12:58:00,6D,4100 GREENMOUNT AVE,LARCENY FROM AUTO,Outside,NA,525,NORTHERN,GUILFORD,-76.60959366,39.33983858,STREET,1
1/30/2020,11:53:00,4A,1600 MORELAND AVE,AGG. ASSAULT,Inside,FIREARM,723,WESTERN,COPPIN HEIGHTS/ASHBU,-76.65572737,39.30665959,APT/CONDO - OCCUPIED,1
1/30/2020,7:42:00,3AF,5200 REISTERSTOWN RD,ROBBERY - STREET,Outside,FIREARM,634,NORTHWEST,WOODMERE,-76.68544825,39.3443833,STREET,1
1/30/2020,8:45:00,6J,200 W PRATT ST,LARCENY,Inside,NA,113,CENTRAL,INNER HARBOR,-76.61770803,39.28645084,RESTAURANT,1
1/30/2020,12:06:00,6J,100 E BALTIMORE ST,LARCENY,Inside,NA,111,CENTRAL,DOWNTOWN,-76.61337868,39.28967057,OTHER - INSIDE,1
1/30/2020,15:00:00,5A,500 N CLINTON ST,BURGLARY,Inside,NA,224,SOUTHEAST,ELLWOOD PARK/MONUMEN,-76.57060889,39.2973434,ROW/TOWNHOUSE-OCC,1
1/30/2020,20:00:00,6D,3200 FAIT AVE,LARCENY FROM AUTO,Outside,NA,214,SOUTHEAST,CANTON,-76.57044639,39.28350313,YARD,1
1/30/2020,22:00:00,6J,6500 DANVILLE AVE,LARCENY,Outside,NA,234,SOUTHEAST,MEDFORD/BROENING MAN,-76.53548453,39.2750925,YARD,1
1/30/2020,9:50:00,6D,2600 WILKENS AVE,LARCENY FROM AUTO,Outside,NA,834,SOUTHWEST,MILL HILL,-76.65701543,39.27847637,STREET,1
1/30/2020,20:00:00,7A,2700 W BALTIMORE ST,AUTO THEFT,Outside,NA,835,SOUTHWEST,SHIPLEY HILL,-76.65970968,39.28767182,STREET,1
1/30/2020,22:30:00,6J,900 FELL ST,LARCENY,Inside,NA,213,SOUTHEAST,FELLS POINT,-76.5902679,39.28132643,APT/CONDO - OCCUPIED,1
1/30/2020,9:00:00,2A,0 W CONWAY ST,RAPE,,OTHER,941,CENTRAL,OTTERBEIN,-76.61474518,39.2840421,,1
1/30/2020,16:00:00,4B,2500 EDGECOMBE CIR N,AGG. ASSAULT,Inside,KNIFE,532,NORTHERN,PARKLANE,-76.65905723,39.34176834,APT/CONDO - OCCUPIED,1
1/30/2020,5:40:00,3AF,5500 PARK HEIGHTS AVE,ROBBERY - STREET,Inside,FIREARM,633,NORTHWEST,ARLINGTON,-76.68400407,39.35208061,CONVENIENCE STORE,1
1/30/2020,22:00:00,3K,1700 29TH ST,ROBBERY - RESIDENCE,Inside,NA,411,NORTHEAST,COLDSTREAM HOMESTEAD,-76.59078418,39.32469188,ROW/TOWNHOUSE-OCC,1
1/30/2020,1:00:00,5D,400 S HIGHLAND AVE,BURGLARY,Inside,NA,225,SOUTHEAST,HUDSON-HIGHLANDTOWN,-76.56909829,39.28694252,OTHER - INSIDE,1
1/30/2020,9:40:00,6C,5000 YORK RD,LARCENY,Inside,NA,521,NORTHERN,WINSTON-GOVANS,-76.60962789,39.34969761,OTHER - INSIDE,1
1/30/2020,16:46:00,6C,2500 N CHARLES ST,LARCENY,Inside,NA,512,NORTHERN,CHARLES VILLAGE,-76.61708125,39.31820032,OTHER - INSIDE,1
1/30/2020,21:30:00,5D,800 W 36TH ST,BURGLARY,Inside,NA,531,NORTHERN,HAMPDEN,-76.62947589,39.33131589,OTHER - INSIDE,1
1/30/2020,11:20:00,5A,400 N LAKEWOOD AVE,BURGLARY,Inside,NA,221,SOUTHEAST,MCELDERRY PARK,-76.57932569,39.29582838,UNKNOWN,1
1/30/2020,13:41:00,4C,2900 REISTERSTOWN RD,AGG. ASSAULT,Inside,OTHER,611,NORTHWEST,LIBERTY SQUARE,-76.65449619,39.32094461,ROW/TOWNHOUSE-OCC,1
1/30/2020,0:00:00,6C,0 LIGHT ST,LARCENY,Inside,NA,111,CENTRAL,DOWNTOWN,-76.61374215,39.28843148,CONVENIENCE STORE,1
1/30/2020,11:09:00,6C,1500 RUSSELL ST,LARCENY,Inside,NA,941,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.6278708,39.2742294,CONVENIENCE STORE,1
1/30/2020,18:30:00,4E,2500 EDGECOMBE CIR N,COMMON ASSAULT,Outside,NA,532,NORTHERN,PARKLANE,-76.65848268,39.34227659,PARKING LOT-OUTSIDE,1
1/30/2020,14:14:00,1A,100 N SMALLWOOD ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE ST OUTREACH,-76.65161602,39.28968015,STREET,1
1/30/2020,22:10:00,1A,300 S SPRING ST,HOMICIDE,Inside,FIREARM,211,SOUTHEAST,FELLS POINT,-76.59765723,39.28626916,DWELLING,1
1/30/2020,10:44:00,7A,2100 NORTHBRIDGE AVE,AUTO THEFT,,NA,912,SOUTHERN,FAIRFIELD,-76.56951759,39.23168577,,1
1/30/2020,0:00:00,4E,1800 N CAROLINE ST,COMMON ASSAULT,Outside,NA,314,EASTERN,OLIVER,-76.59833176,39.31101902,STREET,1
1/30/2020,8:59:00,6D,1800 N CAROLINE ST,LARCENY FROM AUTO,Outside,NA,314,EASTERN,OLIVER,-76.59844379,39.31094896,STREET,1
1/30/2020,13:20:00,6C,3400 ANNAPOLIS RD,LARCENY,Inside,NA,922,SOUTHERN,CHERRY HILL,-76.63998484,39.24839877,SPECIALTY STORE,1
1/30/2020,5:15:00,3B,3700 7TH ST,ROBBERY - STREET,Outside,NA,913,SOUTHERN,BROOKLYN,-76.60137305,39.23478502,STREET,1
1/30/2020,10:32:00,6E,0 W TALBOTT ST,LARCENY,Inside,NA,913,SOUTHERN,BROOKLYN,-76.61328098,39.23672835,ROW/TOWNHOUSE-OCC,1
1/30/2020,16:20:00,4E,1200 GLENHAVEN RD,COMMON ASSAULT,Inside,NA,414,NORTHEAST,RAMBLEWOOD,-76.59330021,39.36324785,ROW/TOWNHOUSE-OCC,1
1/30/2020,16:17:00,4E,2600 PELHAM AVE,COMMON ASSAULT,,NA,432,NORTHEAST,BELAIR-EDISON,-76.57445304,39.32716301,,1
1/30/2020,9:00:00,5A,2600 GATEHOUSE DR,BURGLARY,Inside,NA,622,NORTHWEST,PURNELL,-76.7048418,39.32039297,ROW/TOWNHOUSE-OCC,1
1/30/2020,16:35:00,4A,300 E MADISON ST,AGG. ASSAULT,Inside,FIREARM,124,EASTERN,PEN-FALLSWAY,-76.61150505,39.29883154,HARDWARE/BLDG. SUP.,1
1/30/2020,18:30:00,6E,2300 GROVE ST,LARCENY,Outside,NA,832,SOUTHWEST,MORRELL PARK,-76.65275057,39.27103831,STREET,1
1/30/2020,20:35:00,6D,2000 ROCKROSE AVE,LARCENY FROM AUTO,Outside,NA,533,NORTHERN,WOODBERRY,-76.64894922,39.33366678,OTHER - OUTSIDE,1
1/30/2020,19:49:00,3AJF,3800 E LOMBARD ST,ROBBERY - CARJACKING,Outside,FIREARM,223,SOUTHEAST,BALTIMORE HIGHLANDS,-76.56482231,39.29156692,PARKING LOT-OUTSIDE,1
1/30/2020,17:45:00,4E,2400 KERMIT CT,COMMON ASSAULT,Inside,NA,921,SOUTHERN,WESTPORT,-76.64094968,39.26277182,APT/CONDO - OCCUPIED,1
1/30/2020,15:00:00,3JO,1600 E OLIVER ST,ROBBERY - RESIDENCE,Inside,OTHER,314,EASTERN,OLIVER,-76.59594598,39.30735008,ROW/TOWNHOUSE-OCC,1
1/30/2020,18:44:00,3GF,6700 REISTERSTOWN RD,ROBBERY - COMMERCIAL,Inside,FIREARM,631,NORTHWEST,FALLSTAFF,-76.70544266,39.35865798,OTHER - INSIDE,1
1/30/2020,18:43:00,3K,600 E 29TH ST,ROBBERY - RESIDENCE,Inside,NA,513,NORTHERN,BETTER WAVERLY,-76.60845882,39.32372301,ROW/TOWNHOUSE-OCC,1
1/30/2020,2:55:00,4E,5600 LOCH RAVEN BLVD,COMMON ASSAULT,Outside,NA,414,NORTHEAST,LOCH RAVEN,-76.58845046,39.35970173,STREET,1
1/30/2020,23:04:00,4C,5200 GOODNOW RD,AGG. ASSAULT,Outside,OTHER,443,NORTHEAST,FRANKFORD,-76.54406332,39.32478061,STREET,1
1/30/2020,0:54:00,4E,800 GREENMOUNT AVE,COMMON ASSAULT,,NA,324,EASTERN,PEN-FALLSWAY,-76.60666449,39.29899764,,1
1/30/2020,20:15:00,4E,5300 EASTBURY AVE,COMMON ASSAULT,,NA,443,NORTHEAST,FRANKFORD,-76.5507579,39.32172352,,1
1/30/2020,16:50:00,4E,2200 N CHARLES ST,COMMON ASSAULT,Inside,NA,514,NORTHERN,CHARLES VILLAGE,-76.61682776,39.31450026,APT/CONDO - OCCUPIED,1
1/30/2020,16:00:00,6J,900 LENTON AVE,LARCENY,Outside,NA,523,NORTHERN,CHINQUAPIN PARK/BELV,-76.60124035,39.36369082,PORCH/DECK,1
1/30/2020,10:00:00,4E,0 S GREENE ST,COMMON ASSAULT,Inside,NA,121,CENTRAL,UNIVERSITY OF MARYLA,-76.62369484,39.28837778,ROW/TOWNHOUSE-OCC,1
1/30/2020,17:49:00,4E,4800 ERDMAN AVE,COMMON ASSAULT,Inside,NA,334,EASTERN,ORANGEVILLE,-76.55987857,39.30712524,OTHER - INSIDE,1
1/30/2020,21:20:00,4C,2800 LIBERTY HEIGHTS AVE,AGG. ASSAULT,Outside,OTHER,611,NORTHWEST,BURLEITH-LEIGHTON,-76.66268458,39.32164515,STREET,1
1/30/2020,11:30:00,4D,3200 MCELDERRY ST,AGG. ASSAULT,Inside,HANDS,224,SOUTHEAST,ELLWOOD PARK/MONUMEN,-76.5720735,39.29804335,ROW/TOWNHOUSE-OCC,1
1/30/2020,16:28:00,4E,4100 FREDERICK AVE,COMMON ASSAULT,Inside,NA,824,SOUTHWEST,IRVINGTON,-76.68408383,39.28163635,OTHER - INSIDE,1
1/30/2020,19:20:00,4E,1900 BREITWERT AVE,COMMON ASSAULT,Inside,NA,831,SOUTHWEST,MORRELL PARK,-76.64975107,39.26799373,ROW/TOWNHOUSE-OCC,1
1/30/2020,19:13:00,4E,500 S FULTON AVE,COMMON ASSAULT,Inside,NA,934,SOUTHERN,CARROLLTON RIDGE,-76.6447445,39.28144363,ROW/TOWNHOUSE-OCC,1
1/30/2020,19:25:00,4E,1800 RUSSELL ST,COMMON ASSAULT,Outside,NA,941,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,-76.63042581,39.27203241,OTHER - OUTSIDE,1
1/30/2020,18:55:00,7A,5300 Bowleys Ln,AUTO THEFT,Outside,NA,442,NORTHEAST,FRANKFORD,-76.55213217,39.32023462,PARKING LOT-OUTSIDE,1
1/30/2020,14:15:00,7A,400 N CURLEY ST,AUTO THEFT,Outside,NA,224,SOUTHEAST,ELLWOOD PARK/MONUMEN,-76.57580316,39.29622458,GAS STATION,1
1/30/2020,20:25:00,6C,2400 FREDERICK AVE,LARCENY,Inside,NA,835,SOUTHWEST,MILL HILL,-76.65580529,39.28338853,GROCERY/CONFECTION,1
1/30/2020,23:00:00,6J,1600 THAMES ST,LARCENY,,NA,213,SOUTHEAST,FELLS POINT,-76.59403114,39.28152679,,1
1/30/2020,19:13:00,6C,2400 FREDERICK AVE,LARCENY,Inside,NA,835,SOUTHWEST,MILL HILL,-76.65580529,39.28338853,GROCERY/CONFECTION,1
1/30/2020,21:07:00,6C,1000 W 41ST ST,LARCENY,Inside,NA,534,NORTHERN,HOES HEIGHTS,-76.63450226,39.33754518,DRUG STORE / MED BL,1
1/30/2020,15:05:00,6C,5100 SINCLAIR LN,LARCENY,Inside,NA,443,NORTHEAST,FRANKFORD,-76.54667526,39.3223384,CHAIN FOOD STORE,1
1/30/2020,1:12:00,4E,2100 CLIFTWOOD AVE,COMMON ASSAULT,,NA,331,EASTERN,SOUTH CLIFTON PARK,-76.58866792,39.313552,,1
1/30/2020,0:40:00,3AK,900 DUNDALK AVE,ROBBERY - STREET,Outside,KNIFE,234,SOUTHEAST,GRACELAND PARK,-76.53691894,39.28297082,STREET,1
1/30/2020,14:25:00,4B,800 BRIDGEVIEW RD,AGG. ASSAULT,Inside,KNIFE,922,SOUTHERN,CHERRY HILL,-76.62487619,39.24773507,APT/CONDO - OCCUPIED,1
